0.004483491;0.010859489;0.044587346;0.028659601;0.011828736;0.01783462;0.027756005;0.037070054;0.021893724;0.045634714;0.062367448;0.042266387;0.043684435;0.017818774;0.019355582;0.012946924;0.026183072;0.030183537;0.013487829;0.060428977;0.018077205;0.036653695;0.008099027;0.025970975;0.046641381
0.005438587;0.013542948;0.047577687;0.040178335;0.012084826;0.018335541;0.028564147;0.037128484;0.028107765;0.050127992;0.07075431;0.044330225;0.04472569;0.021245696;0.022871626;0.013482332;0.028351025;0.025758905;0.017054752;0.047840468;0.022505706;0.039899339;0.008865947;0.011750931;0.01851944
0.005138282;0.012376573;0.050807354;0.039094956;0.011542373;0.017412102;0.026830558;0.032844822;0.026967764;0.051417591;0.066974729;0.048228715;0.047337383;0.021558567;0.019554592;0.015029255;0.026396093;0.028239356;0.022022679;0.010670694;0.010344218;0.009186443;0.006759664;0.012853078;0.035025005
0.004541281;0.013274222;0.04705616;0.037197516;0.010702793;0.018467753;0.027971153;0.035662891;0.028147775;0.051078757;0.069924732;0.046690812;0.04876756;0.019881695;0.024903413;0.015415565;0.026859291;0.028166836;0.035212618;0.011927458;0.009889161;0.009292889;0.0096835;0.029813984;0.052352155
0.005003089;0.013199042;0.046725532;0.046612256;0.01005442;0.016429204;0.025587504;0.03298899;0.036198623;0.055369072;0.082203294;0.046678883;0.049620978;0.022554325;0.027170114;0.015262616;0.025075578;0.028561442;0.016561544;0.018539084;0.007350949;0.008393177;0.008919411;0.030435166;0.049915542
0.006007356;0.010702899;0.059698492;0.045379061;0.011487099;0.016918497;0.027181261;0.034520672;0.029722358;0.059358352;0.078792788;0.050324768;0.052468852;0.02232201;0.026979675;0.013907046;0.033890884;0.029222606;0.022465397;0.030932632;0.008688462;0.008379825;0.007803566;0.026250854;0.032172274
0.005934246;0.012685836;0.057109187;0.045386932;0.010661496;0.017185153;0.025279322;0.033616137;0.031986424;0.064288491;0.080381699;0.047868038;0.051893428;0.022903384;0.024561315;0.015749991;0.030445527;0.030498643;0.022018379;0.02564317;0.008932353;0.008610235;0.00783325;0.018445161;0.036275421
0.005140715;0.012527321;0.053396071;0.046678663;0.011237466;0.017540523;0.026695236;0.037129078;0.033118533;0.061672982;0.072803636;0.050492403;0.051819779;0.024431283;0.02715448;0.015085981;0.027787332;0.026146382;0.018636735;0.015356308;0.008616297;0.006623446;0.006753289;0.009772614;0.015308781
0.004671995;0.011516059;0.048950122;0.044494225;0.010346829;0.018082794;0.028653249;0.037423055;0.035543248;0.065457672;0.078325739;0.052792257;0.051354741;0.025101124;0.028940397;0.016186231;0.026197954;0.031041883;0.020068357;0.019692163;0.008554855;0.007408308;0.007623405;0.010817224;0.032287184
0.005418032;0.011972282;0.055891295;0.03930086;0.010792021;0.017305591;0.026957998;0.035840489;0.032009769;0.055087074;0.076462158;0.048830381;0.050867155;0.022088923;0.026118056;0.014340868;0.032100171;0.030692638;0.019198714;0.027719031;0.007478979;0.007473537;0.008538996;0.01915105;0.037745165
